"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dpysl2",2.78598812027799e-27,1.56843425628761,0.232,0.16,6.05255919130394e-23,"0","Dpysl2"
"Xdh",3.04337093899157e-27,1.5646744663535,0.134,0.068,6.61172336495919e-23,"0","Xdh"
"Cdk2ap1",4.20377649280985e-27,0.426236481397698,0.105,0.216,9.1327044306294e-23,"0","Cdk2ap1"
"Col14a1",4.87631278076799e-27,1.6455432307606,0.175,0.104,1.05937895162185e-22,"0","Col14a1"
"Spry2",7.40010989301089e-27,1.49694336729392,0.246,0.175,1.60767387425662e-22,"0","Spry2"
"Postn",1.45973651829606e-26,1.49939892148951,0.231,0.156,3.17127758599819e-22,"0","Postn"
"Atg3",1.85126195316497e-26,0.334115893336607,0.098,0.204,4.02186659325089e-22,"0","Atg3"
"Ddost",2.3745441305852e-26,0.342053208173492,0.126,0.246,5.15869712369634e-22,"0","Ddost"
"Nfia",2.40923209121562e-26,0.580384661217504,0.631,0.686,5.23405671816593e-22,"0","Nfia"
"Fech",2.75518843252543e-26,0.270326821834441,0.091,0.191,5.9856468696615e-22,"0","Fech"
"Rpn1",2.94123251428319e-26,0.355104245624515,0.157,0.295,6.38982763728024e-22,"0","Rpn1"
"Supt16",3.93191067415206e-26,0.254250685618925,0.18,0.326,8.54207593959534e-22,"0","Supt16"
"Gorasp2",5.56695066592586e-26,0.384570463223309,0.136,0.26,1.20942003217239e-21,"0","Gorasp2"
"Irf1",5.7094172830183e-26,0.466080252722712,0.554,0.494,1.24037090473572e-21,"0","Irf1"
"H2-Q4",6.93274912091335e-26,0.845965248883731,0.347,0.277,1.50613974651843e-21,"0","H2-Q4"
"Ier3ip1",1.03475763793694e-25,0.253204093268409,0.167,0.306,2.248010968418e-21,"0","Ier3ip1"
"Golga7",1.51686682525665e-25,0.263321887368959,0.108,0.216,3.29539317787007e-21,"0","Golga7"
"Lamc1",1.65149369470611e-25,1.09101828349811,0.462,0.472,3.58787005174903e-21,"0","Lamc1"
"Hsd17b12",2.06105411493171e-25,0.294228941634393,0.103,0.207,4.47764006468914e-21,"0","Hsd17b12"
"Rps20",3.91485890680016e-25,0.320135869141642,0.875,0.866,8.50503097502335e-21,"0","Rps20"
"Cdipt",7.38341491067192e-25,0.252651804673453,0.08,0.171,1.60404688934348e-20,"0","Cdipt"
"Nucb1",1.08604605192304e-24,0.276548657445726,0.199,0.351,2.35943504780281e-20,"0","Nucb1"
"Lyar",1.14715832766136e-24,0.256072702007239,0.094,0.192,2.49220146684431e-20,"0","Lyar"
"Pde4b",1.2096381629137e-24,0.253251720906249,0.725,0.626,2.62793890893002e-20,"0","Pde4b"
"Gstt1",1.22138896816634e-24,0.271250449675891,0.107,0.212,2.65346753334136e-20,"0","Gstt1"
"Slc38a2",1.47513519860657e-24,0.263574491155521,0.771,0.801,3.20473121897277e-20,"0","Slc38a2"
"Ccny",2.02396517667591e-24,0.283366772318077,0.152,0.281,4.39706434632842e-20,"0","Ccny"
"Rps16",2.72955697740909e-24,0.299483578238598,0.875,0.857,5.92996253342125e-20,"0","Rps16"
"Loxl2",2.96090138159433e-24,1.47484320790091,0.149,0.084,6.43255825151367e-20,"0","Loxl2"
"Sec16a",3.20783773994858e-24,0.250482249832115,0.096,0.194,6.96902749003828e-20,"0","Sec16a"
"R3hdm4",3.76375358558448e-24,0.319931610642332,0.123,0.235,8.17675466468227e-20,"0","R3hdm4"
"Rpl23",3.86289070701192e-24,0.258857216339284,0.909,0.884,8.3921300609834e-20,"0","Rpl23"
"Capza1",5.09123315602239e-24,0.334529684901209,0.118,0.227,1.10607040314586e-19,"0","Capza1"
"Yipf5",6.27298709555788e-24,0.309148090116536,0.137,0.257,1.36280644650995e-19,"0","Yipf5"
"Bax",8.77119009597582e-24,0.345241028108881,0.125,0.237,1.90554104835075e-19,"0","Bax"
"Tmed7",1.1891863619845e-23,0.411092070396609,0.159,0.287,2.58350737141133e-19,"0","Tmed7"
"Cbx5",1.19423805431314e-23,0.273024424707703,0.158,0.285,2.5944821729953e-19,"0","Cbx5"
"Sqstm1",1.3215662271463e-23,0.658136421032216,0.561,0.595,2.87110262847533e-19,"0","Sqstm1"
"Psmd11",1.36921358863635e-23,0.287369609289836,0.23,0.399,2.97461652131246e-19,"0","Psmd11"
"Wasl",1.9685212873082e-23,0.381750493608946,0.201,0.352,4.27661249667706e-19,"0","Wasl"
"Selenos",3.3558336676957e-23,0.442421634613355,0.18,0.32,7.2905486430689e-19,"0","Selenos"
"Man1a",3.82967376147896e-23,1.42487532457179,0.221,0.155,8.31996624681304e-19,"0","Man1a"
"Rps4x",5.1658181930012e-23,0.321405803162783,0.835,0.841,1.12227400242951e-18,"0","Rps4x"
"Ss18",5.35290884435651e-23,0.261319343556212,0.128,0.239,1.16291944643645e-18,"0","Ss18"
"Slc44a1",5.38625678790697e-23,1.75065701087035,0.17,0.107,1.17016428717279e-18,"0","Slc44a1"
"Snrpa",5.40029094177653e-23,0.3066917613801,0.079,0.166,1.17321320710095e-18,"0","Snrpa"
"Maff",5.40514020486651e-23,0.663850413055671,0.463,0.423,1.17426670950725e-18,"0","Maff"
"Tmem50a",5.73226900968285e-23,0.258258408816489,0.286,0.485,1.2453354423536e-18,"0","Tmem50a"
"Lgmn",6.10974382516689e-23,0.268532675069368,0.091,0.183,1.32734184601751e-18,"0","Lgmn"
"Rpl12",6.8899558440714e-23,0.381870989218874,0.779,0.816,1.49684290712451e-18,"0","Rpl12"
"Eng",7.27921586679336e-23,1.36599730255038,0.274,0.216,1.58140964706086e-18,"0","Eng"
"Plpp1",7.52271222870783e-23,0.386340430431589,0.152,0.274,1.63430923168678e-18,"0","Plpp1"
"Mydgf",9.25281089733218e-23,0.404414231912474,0.097,0.193,2.01017316744542e-18,"0","Mydgf"
"Enc1",9.44049807746213e-23,1.57875016448767,0.1,0.048,2.05094820732865e-18,"0","Enc1"
"Casp4",9.791314298895e-23,0.952502979277784,0.314,0.256,2.12716303143494e-18,"0","Casp4"
"Npdc1",1.18785568845978e-22,0.316186104069014,0.15,0.273,2.58061648317886e-18,"0","Npdc1"
"Aga",1.50349430568627e-22,0.289911956508933,0.082,0.17,3.26634137910342e-18,"0","Aga"
"Abce1",2.3454652709049e-22,0.295284919733192,0.13,0.239,5.09552330104089e-18,"0","Abce1"
"Hspa14",2.98088201369473e-22,0.280272973331534,0.053,0.124,6.47596617475179e-18,"0","Hspa14"
"Hprt",3.00950472500767e-22,0.327586151063201,0.121,0.227,6.53814901507917e-18,"0","Hprt"
"Gpc3",3.36563161802454e-22,0.298825550909288,0.117,0.219,7.31183469015832e-18,"0","Gpc3"
"F2r",4.42345730284934e-22,1.5641412478738,0.152,0.092,9.60996099044019e-18,"0","F2r"
"Uso1",5.3884061480827e-22,0.294712990310848,0.117,0.221,1.17063123567097e-17,"0","Uso1"
"Krtcap2",5.82410252645004e-22,0.365820429709179,0.24,0.411,1.26528627387127e-17,"0","Krtcap2"
"Scd2",6.04523944916187e-22,0.321815734841251,0.158,0.28,1.31332827033042e-17,"0","Scd2"
"Fcf1",6.99691804184554e-22,0.254349994224358,0.056,0.128,1.52008044459094e-17,"0","Fcf1"
"Dtnbp1",7.31673022781767e-22,0.412700772283324,0.099,0.193,1.58955964199339e-17,"0","Dtnbp1"
"Cat",7.36240341847257e-22,0.338685024630404,0.074,0.155,1.59948214266317e-17,"0","Cat"
"Osmr",7.41312565263109e-22,0.492370205224822,0.528,0.523,1.6105015480341e-17,"0","Osmr"
"Atf4",7.58865540871755e-22,0.411154224006404,0.663,0.672,1.64863538754389e-17,"0","Atf4"
"Tmtc1",8.95107138031109e-22,0.267860151541842,0.127,0.234,1.94462025737258e-17,"0","Tmtc1"
"Nars",9.19038955122745e-22,0.309128624983234,0.23,0.393,1.99661213000416e-17,"0","Nars"
"Ikbip",1.15789849021649e-21,0.296979784578673,0.116,0.218,2.51553446999533e-17,"0","Ikbip"
"Slc50a1",1.20067489108514e-21,0.350375271274658,0.125,0.23,2.60846620088246e-17,"0","Slc50a1"
"Ngdn",1.32827622037286e-21,0.293954424793333,0.08,0.165,2.88568008876005e-17,"0","Ngdn"
"Tcf21",1.5331275682632e-21,1.8084588945816,0.135,0.078,3.33071964205179e-17,"0","Tcf21"
"Ppid",1.53447416735155e-21,0.332149658241976,0.085,0.172,3.33364512857125e-17,"0","Ppid"
"Pmepa1",1.57913947379688e-21,0.637388028565735,0.575,0.613,3.43068050682372e-17,"0","Pmepa1"
"Derl2",1.76330364517473e-21,0.357045775873406,0.05,0.119,3.8307771691421e-17,"0","Derl2"
"Cmpk1",2.0527872544922e-21,0.517785034092462,0.098,0.192,4.45968031038431e-17,"0","Cmpk1"
"Rpl32",2.06869037451555e-21,0.334015085853756,0.814,0.833,4.49422983863503e-17,"0","Rpl32"
"Vwa5a",2.11759251137687e-21,0.302724611944181,0.101,0.194,4.60046973096624e-17,"0","Vwa5a"
"Mcfd2",2.15621701991092e-21,0.281340009024563,0.102,0.195,4.68438147575647e-17,"0","Mcfd2"
"Gstm2",2.43256509103547e-21,0.312510286481143,0.145,0.26,5.28474766027456e-17,"0","Gstm2"
"Cers5",3.28487587354931e-21,0.286560695542703,0.083,0.167,7.13639283528589e-17,"0","Cers5"
"Gtf2f1",4.29539495033484e-21,0.358315455000175,0.117,0.218,9.33174552960244e-17,"0","Gtf2f1"
"Il6st",5.03344897552044e-21,1.00536251449998,0.409,0.397,1.09351678993182e-16,"0","Il6st"
"Zc3h15",5.68932896361462e-21,0.288329330066065,0.239,0.4,1.23600671734528e-16,"0","Zc3h15"
"Smurf2",5.90248204101453e-21,0.283059975306371,0.177,0.308,1.28231422341041e-16,"0","Smurf2"
"Cyb5b",8.29180703571703e-21,0.278694380734377,0.067,0.142,1.80139507850953e-16,"0","Cyb5b"
"Furin",9.13637906380377e-21,0.278304982617854,0.14,0.25,1.98487835161137e-16,"0","Furin"
"Zfp330",1.26616069936734e-20,0.296246183675789,0.082,0.165,2.75073411937555e-16,"0","Zfp330"
"Yeats4",1.32404401507203e-20,0.261676480610756,0.057,0.126,2.87648562274398e-16,"0","Yeats4"
"Ergic1",1.39041142415406e-20,0.477167445792654,0.077,0.157,3.02066881897469e-16,"0","Ergic1"
"Mrc2",1.52646842803547e-20,1.52671662574383,0.114,0.061,3.31625265990705e-16,"0","Mrc2"
"Fasn",1.69742954163148e-20,0.262288268651879,0.084,0.167,3.68766567919439e-16,"0","Fasn"
"Apc",2.60069421256546e-20,0.30323209727879,0.154,0.27,5.65000817679846e-16,"0","Apc"
"Wtap",2.88795255718743e-20,0.352186940896164,0.103,0.194,6.2740769304897e-16,"0","Wtap"
"Fxyd5",3.13439877487512e-20,1.38839790980554,0.206,0.146,6.80948133841619e-16,"0","Fxyd5"
"Llph",3.53024252499351e-20,0.323666005660576,0.153,0.267,7.6694518855484e-16,"0","Llph"
"Ergic3",3.68341716833449e-20,0.483081805181643,0.125,0.228,8.00222379820668e-16,"0","Ergic3"
"Sgce",3.7844721715534e-20,0.25935415306856,0.14,0.25,8.22176579269975e-16,"0","Sgce"
"Lrpap1",4.12217579662549e-20,0.405274350900447,0.187,0.321,8.95542691816887e-16,"0","Lrpap1"
"Ppfibp1",4.27311208315069e-20,0.332859661462927,0.191,0.326,9.28333600064488e-16,"0","Ppfibp1"
"Erlec1",4.37194787920475e-20,0.362086135087335,0.106,0.198,9.49805676757233e-16,"0","Erlec1"
"Thbs2",4.55750768023449e-20,1.29928229155534,0.182,0.122,9.90118543530943e-16,"0","Thbs2"
"Clint1",5.6245376836045e-20,0.473132911196245,0.171,0.299,1.22193081176308e-15,"0","Clint1"
"Creg1",5.95753730931741e-20,0.504153671086914,0.13,0.235,1.29427498044921e-15,"0","Creg1"
"Rnh1",6.03754633255226e-20,0.262065117703922,0.237,0.394,1.31165694074698e-15,"0","Rnh1"
"Smim3",6.98170669053327e-20,1.45799219350376,0.119,0.066,1.51677577851835e-15,"0","Smim3"
"Selenbp1",7.05025181923286e-20,0.303866301913288,0.106,0.198,1.53166720772834e-15,"0","Selenbp1"
"Hivep1",7.34208588254178e-20,0.291377480077625,0.164,0.283,1.5950681579822e-15,"0","Hivep1"
"Plin3",7.66881544973609e-20,0.320779063859333,0.093,0.178,1.66605015645517e-15,"0","Plin3"
"Ccdc186",7.81330583909611e-20,0.297067126539879,0.184,0.313,1.69744069354363e-15,"0","Ccdc186"
"Sec63",8.31359775815652e-20,0.272344536774902,0.229,0.381,1.8061291129595e-15,"0","Sec63"
"Eloa",9.30121913224364e-20,0.263196495957118,0.094,0.18,2.02068985647993e-15,"0","Eloa"
"Dock7",1.11404805857e-19,0.26463022512579,0.12,0.217,2.42026940724333e-15,"0","Dock7"
"Nrp1",1.17648687629253e-19,1.26379234370259,0.203,0.142,2.55591773874552e-15,"0","Nrp1"
"Jak1",1.33998208990778e-19,0.636263132130642,0.507,0.529,2.91111109032465e-15,"0","Jak1"
"Atp6ap1",1.43331232488256e-19,0.471691832010785,0.146,0.259,3.11387102580736e-15,"0","Atp6ap1"
"Rps23",1.52768786589729e-19,0.253133838585508,0.885,0.867,3.31890188866185e-15,"0","Rps23"
"Map2k4",1.61702600586912e-19,0.265999667856516,0.085,0.165,3.51298899775067e-15,"0","Map2k4"
"Adss",2.09221582007592e-19,0.361321205625826,0.098,0.185,4.54533886911495e-15,"0","Adss"
"Itfg1",2.18471534781343e-19,0.449366023333642,0.106,0.197,4.74629409312468e-15,"0","Itfg1"
"Gm48529",2.40132420275518e-19,0.298492276274086,0.043,0.103,5.21687683048562e-15,"0","Gm48529"
"Snhg8",3.10111093815427e-19,0.26698334049696,0.25,0.411,6.73716351314015e-15,"0","Snhg8"
"Il17ra",3.13508313205813e-19,1.4083187768763,0.115,0.063,6.81096810439629e-15,"0","Il17ra"
"Stk4",3.26842710916806e-19,0.283296452257417,0.065,0.135,7.10065789466761e-15,"0","Stk4"
"Clstn1",3.49262246911987e-19,0.270301196703514,0.198,0.332,7.58772231416291e-15,"0","Clstn1"
"Mapk3",3.95158413908929e-19,0.278589458018688,0.134,0.236,8.58481654217147e-15,"0","Mapk3"
"Fam53c",4.11308401692216e-19,0.297235288509702,0.076,0.152,8.93567502676339e-15,"0","Fam53c"
"Scamp2",4.76483735669753e-19,0.258459198749857,0.06,0.128,1.03516091574254e-14,"0","Scamp2"
"Nr4a3",4.90595216745874e-19,0.435770264206575,0.482,0.423,1.06581810838041e-14,"0","Nr4a3"
"Gtf2b",5.23804509798163e-19,0.41043904533894,0.117,0.211,1.13796529753651e-14,"0","Gtf2b"
"Ccn2",5.34646372300156e-19,0.582007580690822,0.453,0.415,1.16151924382209e-14,"0","Ccn2"
"Cxxc1",5.77986546989316e-19,0.259948907873346,0.117,0.212,1.25567577333429e-14,"0","Cxxc1"
"Nme1",5.83755050596622e-19,0.371578299639087,0.125,0.223,1.26820784742116e-14,"0","Nme1"
"Tspan31",6.7943068328106e-19,0.415706807528292,0.096,0.181,1.4760631594281e-14,"0","Tspan31"
"Reep3",8.84716413984458e-19,0.26526239561365,0.273,0.444,1.92204640938123e-14,"0","Reep3"
"Aldh7a1",9.64205606645946e-19,0.401568800370548,0.076,0.151,2.09473668043832e-14,"0","Aldh7a1"
"Foxo3",9.73981566771553e-19,0.309500982438123,0.168,0.286,2.1159749538112e-14,"0","Foxo3"
"Ncoa1",1.09055107096524e-18,0.265547149176087,0.131,0.231,2.36922220167197e-14,"0","Ncoa1"
"Antxr1",1.38173243863658e-18,0.445687799378052,0.146,0.255,3.00181372293797e-14,"0","Antxr1"
"Faf2",1.51251608925846e-18,0.314069893246358,0.074,0.147,3.285941203914e-14,"0","Faf2"
"St3gal2",1.58543926146131e-18,0.365309560856499,0.089,0.169,3.4443667955247e-14,"0","St3gal2"
"Dhx9",2.04985241373158e-18,0.252973044085978,0.196,0.326,4.45330436883185e-14,"0","Dhx9"
"Mettl23",2.12102896055739e-18,0.362028735257252,0.087,0.167,4.60793541681092e-14,"0","Mettl23"
"Efcab14",2.58446909702583e-18,0.344274480545248,0.184,0.309,5.61475911328862e-14,"0","Efcab14"
"Prkcsh",3.46223147511356e-18,0.506505817626833,0.1,0.185,7.5216978796842e-14,"0","Prkcsh"
"Tpst1",3.75086797668385e-18,0.418922478834351,0.123,0.219,8.14876067934565e-14,"0","Tpst1"
"Kdm5b",4.0855519380888e-18,0.307471650168163,0.108,0.196,8.87586158549793e-14,"0","Kdm5b"
"Tiparp",4.28031604879747e-18,0.297575943583294,0.596,0.546,9.29898661601249e-14,"0","Tiparp"
"Cxxc5",4.35477610142966e-18,0.412009751545512,0.079,0.155,9.46075108035593e-14,"0","Cxxc5"
"Ankrd13a",4.48974289971936e-18,0.340963501360557,0.075,0.148,9.7539664496403e-14,"0","Ankrd13a"
"Gas2l1",6.03580789033706e-18,0.403645770144031,0.088,0.167,1.31127926417573e-13,"0","Gas2l1"
"Plpbp",6.44062041225436e-18,0.333411514706857,0.109,0.197,1.39922478456226e-13,"0","Plpbp"
"Slc29a1",6.80170564241412e-18,0.444786953647236,0.12,0.214,1.47767055081447e-13,"0","Slc29a1"
"Txndc5",7.18856566462739e-18,0.441964255375486,0.151,0.258,1.5617158906403e-13,"0","Txndc5"
"Egfr",7.26152956812873e-18,1.50313949338564,0.11,0.061,1.57756729867597e-13,"0","Egfr"
"Abhd2",7.66972103079527e-18,0.352140718370426,0.161,0.274,1.66624689394027e-13,"0","Abhd2"
"Ubqln2",7.94880971222342e-18,0.389295445276074,0.123,0.216,1.72687890998054e-13,"0","Ubqln2"
"Acbd3",1.07080959091056e-17,0.376193275938517,0.229,0.375,2.32633383625319e-13,"0","Acbd3"
"Heca",1.08238330982976e-17,0.336291917399532,0.126,0.22,2.35147774060515e-13,"0","Heca"
"Dcaf1",1.12434920391748e-17,0.284488139209201,0.097,0.179,2.44264864551072e-13,"0","Dcaf1"
"Pon3",1.15242651827655e-17,0.353520936534536,0.049,0.109,2.50364661095582e-13,"0","Pon3"
"Psmg4",1.24271881678779e-17,0.267391700052965,0.059,0.123,2.69980662947147e-13,"0","Psmg4"
"Sulf1",1.30127678782635e-17,1.37910202412633,0.18,0.125,2.82702382155274e-13,"0","Sulf1"
"Arf4",1.32511075648805e-17,0.505892106547965,0.587,0.662,2.87880311847029e-13,"0","Arf4"
"Smc4",1.35143872845263e-17,0.258021344802984,0.128,0.222,2.93600063756333e-13,"0","Smc4"
"Caprin1",1.7116491057993e-17,0.257687097961209,0.205,0.337,3.71855768234897e-13,"0","Caprin1"
"Ubl3",1.76156908947836e-17,0.3010585859916,0.245,0.399,3.82700884689174e-13,"0","Ubl3"
"Rpl13a",1.79453105814221e-17,0.265791883966817,0.864,0.855,3.89861872381394e-13,"0","Rpl13a"
"Sdf4",2.04351339823109e-17,0.360756157771071,0.25,0.411,4.43953285765704e-13,"0","Sdf4"
"Supt6",2.28731056814356e-17,0.374673404868411,0.198,0.325,4.96918220929189e-13,"0","Supt6"
"Crtap",2.4107639446067e-17,0.422563482899923,0.123,0.216,5.23738466965807e-13,"0","Crtap"
"Eif4e2",2.78328076800638e-17,0.478620029910921,0.105,0.189,6.04667746849386e-13,"0","Eif4e2"
"Nfatc3",2.90449466127374e-17,0.264216081784277,0.091,0.168,6.31001465161721e-13,"0","Nfatc3"
"Man1a2",3.14724520191836e-17,0.322252914559261,0.139,0.238,6.83739020116763e-13,"0","Man1a2"
"Polr1c",4.03836658612515e-17,0.266228385146615,0.088,0.163,8.7733514083569e-13,"0","Polr1c"
"Dennd4a",4.54581021319523e-17,0.841531558054347,0.267,0.215,9.87577268816663e-13,"0","Dennd4a"
"Bcl7c",5.23755680586063e-17,0.4376917836624,0.124,0.216,1.13785921607322e-12,"0","Bcl7c"
"Zfand5",5.26411962455116e-17,0.30349908630637,0.676,0.72,1.14362998843374e-12,"0","Zfand5"
"Sp1",6.03056254918246e-17,0.32134194409861,0.205,0.335,1.31013971380989e-12,"0","Sp1"
"Anapc7",6.16623622309155e-17,0.341464101131405,0.064,0.128,1.33961481946664e-12,"0","Anapc7"
"Fcgrt",6.47747563119225e-17,0.500502990654104,0.204,0.337,1.40723158087652e-12,"0","Fcgrt"
"Agfg1",6.96192914618171e-17,0.303410851653259,0.131,0.226,1.51247910700798e-12,"0","Agfg1"
"Blvrb",8.39983441188813e-17,0.410939465015856,0.08,0.152,1.8248640259827e-12,"0","Blvrb"
"Plin2",9.63439257219096e-17,0.423484877371889,0.095,0.174,2.09307178630849e-12,"0","Plin2"
"Ppp4r2",9.79719814040994e-17,0.398238764714932,0.231,0.377,2.12844129600406e-12,"0","Ppp4r2"
"Bnip3l",1.09810756103345e-16,0.30884240457392,0.222,0.361,2.38563867634518e-12,"0","Bnip3l"
"Stk40",1.35772646816051e-16,0.26782205467436,0.228,0.37,2.94966075207871e-12,"0","Stk40"
"Trappc4",1.59721992326128e-16,0.317519867026966,0.082,0.153,3.46996028328512e-12,"0","Trappc4"
"Gosr2",1.9127555768738e-16,0.365402504233897,0.06,0.122,4.15546149075833e-12,"0","Gosr2"
"Cst3",2.42917187853805e-16,0.284259223841242,0.907,0.87,5.27737590612391e-12,"0","Cst3"
"Degs1",2.66182673691517e-16,0.407355422534497,0.233,0.379,5.78281858594822e-12,"0","Degs1"
"Igf2",2.81791421673206e-16,1.36357723947591,0.188,0.137,6.12191863585041e-12,"0","Igf2"
"Ackr3",3.11686676183734e-16,1.35397428993398,0.201,0.15,6.77139304009161e-12,"0","Ackr3"
"Gm2a",3.516838053814e-16,0.52591235269784,0.114,0.199,7.64033067191092e-12,"0","Gm2a"
"Mynn",3.66956517926158e-16,0.312143532680685,0.056,0.115,7.97213035194579e-12,"0","Mynn"
"Krr1",3.73670293975416e-16,0.304375863704292,0.074,0.14,8.11798713661592e-12,"0","Krr1"
"Arl6ip6",3.978842347817e-16,0.299617810825059,0.059,0.12,8.64403500063244e-12,"0","Arl6ip6"
"Cyfip1",3.9833701992016e-16,0.421668246462398,0.15,0.252,8.65387175776547e-12,"0","Cyfip1"
"Ltbr",4.05557639981607e-16,0.339726166630722,0.077,0.145,8.81073972860041e-12,"0","Ltbr"
"Trip10",4.44644744820788e-16,0.387374516590273,0.166,0.276,9.65990708123162e-12,"0","Trip10"
"Calr",4.51986088968966e-16,0.590348393096746,0.571,0.653,9.81939778285079e-12,"0","Calr"
"Prps1",4.68782563057061e-16,0.32701036674518,0.05,0.106,1.01843011824146e-11,"0","Prps1"
"Acvrl1",4.73287138369157e-16,1.61505849513508,0.107,0.062,1.02821630810699e-11,"0","Acvrl1"
"Litaf",5.3248621015494e-16,0.575534438176744,0.513,0.524,1.15682629156161e-11,"0","Litaf"
"Rfk",5.60841273821665e-16,0.459407616500864,0.137,0.233,1.21842766737757e-11,"0","Rfk"
"Scfd1",6.18950592066932e-16,0.341366386299433,0.085,0.157,1.34467016126541e-11,"0","Scfd1"
"Msx1",6.72338138593922e-16,0.279978759850319,0.057,0.116,1.4606546060953e-11,"0","Msx1"
"Casc4",7.21335838350219e-16,0.367556671515202,0.099,0.177,1.56710210881585e-11,"0","Casc4"
"Stt3a",7.32063358155098e-16,0.471942162428834,0.156,0.261,1.59040764559195e-11,"0","Stt3a"
"Sbds",7.48183006941371e-16,0.293765966053244,0.225,0.361,1.62542758258013e-11,"0","Sbds"
"Mecom",7.79812997070143e-16,1.66369519845525,0.153,0.104,1.69414373613489e-11,"0","Mecom"
"Gabpa",8.51933769105611e-16,0.250536656730787,0.093,0.167,1.85082611338194e-11,"0","Gabpa"
"Rbpj",9.78829674733418e-16,0.374578133554448,0.21,0.337,2.12650746835835e-11,"0","Rbpj"
"Anxa5",9.97810678050181e-16,0.852373854695641,0.51,0.589,2.16774369806402e-11,"0","Anxa5"
"Snd1",1.00724384335553e-15,0.291931603239437,0.065,0.128,2.18823724968989e-11,"0","Snd1"
"Ets1",1.10761852057741e-15,1.14532353607121,0.31,0.279,2.40630123595441e-11,"0","Ets1"
"Eif4a1",1.28083546600037e-15,0.34787125873936,0.642,0.716,2.78261504988579e-11,"0","Eif4a1"
"Kpna4",1.32135555338033e-15,0.297893313901502,0.272,0.432,2.87064493971876e-11,"0","Kpna4"
"Aebp2",1.36702381340152e-15,0.365437852952001,0.162,0.267,2.9698592346148e-11,"0","Aebp2"
"Tmco3",1.68048331917227e-15,0.28504054857267,0.066,0.128,3.65085001090175e-11,"0","Tmco3"
"Cmtr1",1.72571113441143e-15,0.253055677993174,0.069,0.132,3.74910743950883e-11,"0","Cmtr1"
"Plekho2",1.86997589637201e-15,0.2656716696006,0.233,0.368,4.0625226348682e-11,"0","Plekho2"
"Rps18",1.88222826466813e-15,0.294915102092158,0.819,0.828,4.08914090499151e-11,"0","Rps18"
"Atxn10",1.89898469627133e-15,0.441339103356522,0.094,0.168,4.12554425264946e-11,"0","Atxn10"
"Adipor2",2.07374444375631e-15,0.280935809329914,0.088,0.158,4.50520980406057e-11,"0","Adipor2"
"Ephx1",2.33843003911639e-15,0.431310230101439,0.123,0.21,5.08023925998035e-11,"0","Ephx1"
"Dnajb11",2.37529574314108e-15,0.373762884713838,0.082,0.15,5.160330001974e-11,"0","Dnajb11"
"Nfil3",2.4395121615523e-15,0.273846627244065,0.18,0.287,5.29984017097238e-11,"0","Nfil3"
"Sfxn3",2.98954528461696e-15,0.407675400160378,0.071,0.135,6.49478713083034e-11,"0","Sfxn3"
"Brap",3.28025027344148e-15,0.263430619771566,0.066,0.127,7.12634371905161e-11,"0","Brap"
"Pdcd4",3.46397713547801e-15,0.406530271140323,0.153,0.253,7.52549032682598e-11,"0","Pdcd4"
"Vamp3",3.60636534336884e-15,0.345402431267634,0.1,0.176,7.83482870846881e-11,"0","Vamp3"
